action,label,regret,note,trial,Q_value_0,Q_value_1,Q_value_2,Q_value_3,Q_value_4,U_value_0,U_value_1,U_value_2,U_value_3,U_value_4,UCB_value_0,UCB_value_1,UCB_value_2,UCB_value_3,UCB_value_4
1,0,0.6,action = 1,14,0.561,0.561,0.41389,0.38386,0.46903,0.0291547594742265,0.08734987120768982,0.021213203435596427,0.07155417527999328,0.0535723809439155,0.852547594742265,1.4344987120768984,0.6260220343559643,1.099401752799933,1.004753809439155
4,0,0.6,action = 4,15,0.53707,0.50014,0.42008,0.41389,0.45683,0.02345207879911715,0.025495097567963924,0.0,0.03391164991562634,0.039496835316262996,0.7715907879911715,0.7550909756796393,0.42008,0.7530064991562634,0.85179835316263
0,0,0.6,action = 0,16,0.49352,0.49381,0.40207,0.39597,0.42086,0.0340587727318528,0.02073644135332772,0.0,0.0,0.0,0.834107727318528,0.7011744135332773,0.40207,0.39597,0.42086
1,0,0.6,action = 1,17,0.5,0.5,0.41399,0.39668,0.43392,0.024899799195977464,0.02569046515733026,0.0,0.0,0.0,0.7489979919597747,0.7569046515733027,0.41399,0.39668,0.43392
4,1,-0.4,action = 4,18,0.49376,0.48752,0.41976,0.41976,0.46265,0.024899799195977464,0.015491933384829668,0.0,0.033166247903554,0.05513619500836089,0.7427579919597747,0.6424393338482967,0.41976,0.7514224790355399,1.014011950083609
3,0,0.6,action = 3,19,0.51873,0.5,0.45655,0.45026,0.48127,0.011401754250991379,0.03974921382870358,0.06058052492344384,0.06300793600809346,0.054589376255824724,0.6327475425099138,0.8974921382870358,1.0623552492344384,1.0803393600809346,1.0271637625582473
0,0,0.6,action = 0,20,0.48756,0.46279,0.41976,0.3965,0.45059,0.022360679774997897,0.0,0.028106938645110394,0.0,0.010954451150103323,0.7111667977499789,0.46279,0.7008293864511039,0.3965,0.5601345115010332
4,0,0.6,action = 4,21,0.46894,0.46898,0.40785,0.40175,0.45031,0.009486832980505138,0.03346640106136302,0.0,0.05272570530585627,0.0651920240520265,0.5638083298050514,0.8036440106136302,0.40785,0.9290070530585628,1.102230240520265
3,1,-0.4,action = 3,22,0.46931,0.45105,0.3793,0.36177,0.40151,0.02097617696340303,0.0,0.0,0.042544094772365294,0.0,0.6790717696340303,0.45105,0.3793,0.7872109477236529,0.40151
3,1,-0.4,action = 3,23,0.46898,0.45655,0.40844,0.41976,0.43206,0.0,0.0,0.0,0.024899799195977464,0.0,0.46898,0.45655,0.40844,0.6687579919597746,0.43206
4,1,-0.4,action = 4,24,0.49376,0.48127,0.4564,0.4564,0.4565,0.0216794833886788,0.019748417658131498,0.0216794833886788,0.0,0.028982753492378877,0.710554833886788,0.678754176581315,0.6731948338867879,0.4564,0.7463275349237888
2,1,-0.4,action = 2,25,0.48752,0.48132,0.46279,0.47508,0.4626,0.02258317958127243,0.03162277660168379,0.04183300132670378,0.0340587727318528,0.0,0.7133517958127243,0.797547766016838,0.8811200132670378,0.815667727318528,0.4626
4,0,0.6,action = 4,26,0.48132,0.48147,0.47522,0.46302,0.48132,0.0,0.0,0.0,0.0,0.030495901363953814,0.48132,0.48147,0.47522,0.46302,0.7862790136395381
1,1,-0.4,action = 1,27,0.48752,0.49381,0.48132,0.46274,0.45031,0.01224744871391589,0.012649110640673518,0.0,0.0,0.0,0.6099944871391589,0.6203011064067352,0.48132,0.46274,0.45031
1,1,-0.4,action = 1,28,0.49376,0.5,0.48752,0.47508,0.48756,0.010954451150103323,0.01816590212458495,0.015165750888103102,0.0,0.019235384061671346,0.6033045115010331,0.6816590212458495,0.639177508881031,0.47508,0.6799138406167134
1,1,-0.4,action = 1,29,0.52492,0.52492,0.5,0.5,0.48752,0.0,0.03361547262794322,0.02683281572999748,0.022135943621178655,0.01788854381999832,0.52492,0.8610747262794323,0.7683281572999747,0.7213594362117866,0.6664054381999832
4,1,-0.4,action = 4,30,0.53102,0.55565,0.52487,0.51248,0.5,0.0,0.0,0.0,0.01760681686165901,0.030983866769659335,0.53102,0.55565,0.52487,0.6885481686165902,0.8098386676965934
0,0,0.6,action = 0,31,0.53111,0.53735,0.50624,0.49376,0.48137,0.019235384061671346,0.0,0.010954451150103323,0.010954451150103323,0.0,0.7234638406167134,0.53735,0.6157845115010332,0.6033045115010331,0.48137
1,1,-0.4,action = 1,32,0.50624,0.51248,0.48132,0.47522,0.49376,0.0170293863659264,0.03521363372331802,0.018439088914585774,0.0,0.01414213562373095,0.676533863659264,0.8646163372331802,0.6657108891458577,0.47522,0.6351813562373094
1,0,0.6,action = 1,33,0.51868,0.54969,0.50624,0.53111,0.51244,0.02,0.033166247903554,0.03301514803843836,0.018439088914585774,0.028982753492378877,0.71868,0.88135247903554,0.8363914803843836,0.7155008891458577,0.8022675349237888
0,0,0.6,action = 0,34,0.51229,0.53721,0.52478,0.52449,0.52478,0.025495097567963924,0.01760681686165901,0.007745966692414834,0.019235384061671346,0.02,0.7672409756796392,0.7132781686165901,0.6022396669241483,0.7168438406167135,0.72478
3,0,0.6,action = 3,35,0.48752,0.52492,0.5,0.49376,0.51229,0.024899799195977464,0.013038404810405298,0.027928480087537882,0.034785054261852175,0.02449489742783178,0.7365179919597746,0.6553040481040531,0.7792848008753788,0.8416105426185218,0.7572389742783179
2,1,-0.4,action = 2,36,0.47551,0.5183,0.48794,0.45168,0.48175,0.0,0.012649110640673518,0.019235384061671346,0.0,0.0,0.47551,0.6447911064067351,0.6802938406167134,0.45168,0.48175
1,1,-0.4,action = 1,37,0.47513,0.51868,0.50619,0.48132,0.48756,0.0,0.04679743582719036,0.030659419433511782,0.026076809620810597,0.024899799195977464,0.47513,0.9866543582719036,0.8127841943351178,0.742088096208106,0.7365579919597747
1,0,0.6,action = 1,38,0.48756,0.56185,0.5436,0.49376,0.51873,0.01816590212458495,0.024698178070456937,0.0,0.02949576240750525,0.018973665961010275,0.6692190212458495,0.8088317807045693,0.5436,0.7887176240750524,0.7084666596101028
1,0,0.6,action = 1,39,0.5,0.54322,0.53726,0.51229,0.50624,0.019748417658131498,0.04722287581247038,0.0,0.028635642126552705,0.030659419433511782,0.697484176581315,1.0154487581247038,0.53726,0.7986464212655271,0.8128341943351178
2,0,0.6,action = 2,40,0.5,0.54317,0.50624,0.49376,0.51248,0.01,0.0,0.026267851073127395,0.007745966692414834,0.020248456731316585,0.6,0.54317,0.7689185107312739,0.5712196669241483,0.7149645673131659
1,0,0.6,action = 1,41,0.49376,0.50624,0.5,0.48756,0.5,0.0216794833886788,0.03146426544510455,0.021908902300206645,0.01414213562373095,0.023664319132398463,0.710554833886788,0.8208826544510455,0.7190890230020665,0.6289813562373094,0.7366431913239846
0,0,0.6,action = 0,42,0.48132,0.51229,0.49995,0.48752,0.49381,0.021213203435596427,0.0,0.01414213562373095,0.0,0.014491376746189439,0.6934520343559643,0.51229,0.6413713562373096,0.48752,0.6387237674618944
3,0,0.6,action = 3,43,0.46265,0.50624,0.49376,0.48752,0.48756,0.0,0.012649110640673518,0.01224744871391589,0.01816590212458495,0.014832396974191326,0.46265,0.6327311064067351,0.6162344871391588,0.6691790212458495,0.6358839697419132
4,0,0.6,action = 4,44,0.46889,0.5,0.50619,0.47508,0.5,0.0,0.01870828693386971,0.018439088914585774,0.021213203435596427,0.02569046515733026,0.46889,0.6870828693386971,0.6905808891458578,0.6872120343559642,0.7569046515733027
0,0,0.6,action = 0,45,0.46889,0.48752,0.49376,0.46265,0.46884,0.0282842712474619,0.006324555320336759,0.012649110640673518,0.02683281572999748,0.0,0.7517327124746189,0.5507655532033676,0.6202511064067351,0.7309781572999747,0.46884
1,1,-0.4,action = 1,46,0.45021,0.49376,0.46884,0.44421,0.4626,0.0,0.016431676725154984,0.0,0.0,0.0,0.45021,0.6580767672515498,0.46884,0.44421,0.4626
3,0,0.6,action = 3,47,0.4564,0.5,0.5,0.47508,0.48127,0.015491933384829668,0.022360679774997897,0.023664319132398463,0.044384682042344296,0.0,0.6113193338482966,0.7236067977499789,0.7366431913239846,0.918926820423443,0.48127
0,1,-0.4,action = 0,48,0.46265,0.51868,0.48756,0.4321,0.47508,0.044497190922573975,0.0,0.023664319132398463,0.03162277660168379,0.013784048752090222,0.9076219092257398,0.51868,0.7242031913239846,0.7483277660168379,0.6129204875209022
2,1,-0.4,action = 2,49,0.4564,0.49376,0.48756,0.43252,0.4626,0.0,0.006324555320336759,0.019235384061671346,0.0,0.0,0.4564,0.5570055532033675,0.6799138406167134,0.43252,0.4626
1,0,0.6,action = 1,50,0.48132,0.5,0.49376,0.45035,0.47508,0.015165750888103102,0.02932575659723036,0.02588435821108957,0.0,0.013784048752090222,0.632977508881031,0.7932575659723036,0.7526035821108956,0.45035,0.6129204875209022
2,1,-0.4,action = 2,51,0.48737,0.51863,0.49376,0.45064,0.47503,0.0,0.0,0.017320508075688773,0.0,0.0,0.48737,0.51863,0.6669650807568877,0.45064,0.47503
0,0,0.6,action = 0,52,0.5,0.51873,0.51863,0.47527,0.51244,0.009486832980505138,0.0,0.0,0.0,0.0,0.5948683298050513,0.51873,0.51863,0.47527,0.51244
3,0,0.6,action = 3,53,0.48756,0.48752,0.52487,0.47508,0.49376,0.03178049716414141,0.0,0.0,0.045276925690687087,0.03130495168499706,0.8053649716414141,0.48752,0.52487,0.9278492569068708,0.8068095168499705
2,0,0.6,action = 2,54,0.47508,0.50624,0.49376,0.43801,0.46265,0.0,0.006324555320336759,0.01760681686165901,0.0,0.0,0.47508,0.5694855532033676,0.6698281686165901,0.43801,0.46265
3,0,0.6,action = 3,55,0.46889,0.48752,0.48132,0.45064,0.48752,0.039370039370059055,0.020493901531919198,0.030659419433511782,0.06526867548832288,0.0500999001995014,0.8625903937005905,0.692459015319192,0.7879141943351178,1.1033267548832288,0.9885190019950141
1,1,-0.4,action = 1,56,0.44411,0.48132,0.46884,0.40223,0.44411,0.0,0.0,0.0,0.0,0.0,0.44411,0.48132,0.46884,0.40223,0.44411
3,0,0.6,action = 3,57,0.48752,0.50624,0.48756,0.42628,0.46898,0.03605551275463989,0.014491376746189439,0.020248456731316585,0.09148770409186144,0.02073644135332772,0.8480751275463989,0.6511537674618944,0.6900445673131659,1.3411570409186144,0.6763444135332772
0,0,0.6,action = 0,58,0.46898,0.49371,0.49361,0.36249,0.4564,0.018973665961010275,0.006324555320336759,0.011832159566199232,0.0,0.0,0.6587166596101027,0.5569555532033675,0.6119315956619923,0.36249,0.4564
4,1,-0.4,action = 4,59,0.43792,0.48752,0.48752,0.40803,0.46274,0.0,0.0,0.0,0.0,0.011832159566199232,0.43792,0.48752,0.48752,0.40803,0.5810615956619923
4,1,-0.4,action = 4,60,0.4565,0.5,0.49381,0.42563,0.49376,0.015811388300841896,0.01,0.012649110640673518,0.0,0.018973665961010275,0.6146138830084189,0.6,0.6203011064067352,0.42563,0.6834966596101028
3,0,0.6,action = 3,61,0.4626,0.48752,0.50619,0.43815,0.48132,0.015165750888103102,0.0,0.0170293863659264,0.05486346689738081,0.0,0.614257508881031,0.48752,0.676483863659264,0.986784668973808,0.48132
3,0,0.6,action = 3,62,0.45655,0.49376,0.50624,0.40761,0.49981,0.024083189157584593,0.0,0.02588435821108957,0.045497252664309304,0.01788854381999832,0.697381891575846,0.49376,0.7650835821108957,0.8625825266430931,0.6786954381999832
3,0,0.6,action = 3,63,0.45031,0.51244,0.51868,0.38407,0.48752,0.0,0.0,0.0,0.027748873851023214,0.00447213595499958,0.45031,0.51244,0.51868,0.6615587385102322,0.5322413595499959
3,1,-0.4,action = 3,64,0.46884,0.50619,0.5,0.36893,0.5,0.04266145801540308,0.03860051813123756,0.025099800796022267,0.09797958971132711,0.025495097567963924,0.8954545801540308,0.8921951813123756,0.7509980079602226,1.3487258971132712,0.7549509756796393
3,0,0.6,action = 3,65,0.43816,0.51868,0.49381,0.40183,0.51248,0.0,0.0,0.021213203435596427,0.044384682042344296,0.014832396974191326,0.43816,0.51868,0.7059420343559644,0.845676820423443,0.6608039697419132
0,1,-0.4,action = 0,66,0.47508,0.51868,0.52492,0.37212,0.50014,0.03674234614174767,0.0,0.0,0.018439088914585774,0.021908902300206645,0.8425034614174767,0.51868,0.52492,0.5565108891458578,0.7192290230020665
1,0,0.6,action = 1,67,0.48127,0.51863,0.51848,0.36847,0.49381,0.01341640786499874,0.041109609582188934,0.015165750888103102,0.0,0.01816590212458495,0.6154340786499873,0.9297260958218894,0.6701375088810311,0.36847,0.6754690212458495
0,0,0.6,action = 0,68,0.47508,0.53097,0.49381,0.36924,0.49962,0.02949576240750525,0.0,0.02097617696340303,0.0,0.02258317958127243,0.7700376240750525,0.53097,0.7035717696340303,0.36924,0.7254517958127243
2,1,-0.4,action = 2,69,0.45031,0.51244,0.5,0.40151,0.48132,0.0,0.03346640106136302,0.039496835316262996,0.0,0.03391164991562634,0.45031,0.8471040106136302,0.89496835316263,0.40151,0.8204364991562634
3,1,-0.4,action = 3,70,0.46898,0.54303,0.55589,0.42628,0.52458,0.04171330722922842,0.0,0.0,0.09797958971132711,0.01224744871391589,0.8861130722922842,0.54303,0.55589,1.4060758971132712,0.6470544871391589
4,1,-0.4,action = 4,71,0.4444,0.51868,0.53735,0.39728,0.52492,0.0,0.010954451150103323,0.0,0.0,0.010488088481701515,0.4444,0.6282245115010332,0.53735,0.39728,0.6298008848170152
4,0,0.6,action = 4,72,0.46279,0.51155,0.52449,0.42008,0.52482,0.0,0.014491376746189439,0.0,0.0,0.020248456731316585,0.46279,0.6564637674618943,0.52449,0.42008,0.7273045673131658
3,0,0.6,action = 3,73,0.47508,0.51868,0.48752,0.44411,0.50605,0.02569046515733026,0.0,0.013038404810405298,0.08324662155306965,0.01224744871391589,0.7319846515733026,0.51868,0.617904048104053,1.2765762155306966,0.6285244871391589
2,0,0.6,action = 2,74,0.4564,0.48752,0.49995,0.38978,0.48752,0.0,0.0,0.015811388300841896,0.0,0.0,0.4564,0.48752,0.6580638830084189,0.38978,0.48752
0,1,-0.4,action = 0,75,0.46889,0.48752,0.48127,0.40183,0.48752,0.026457513110645904,0.0031622776601683794,0.0,0.0,0.011832159566199232,0.7334651311064591,0.5191427766016838,0.48127,0.40183,0.6058415956619924
3,1,-0.4,action = 3,76,0.46265,0.51868,0.49381,0.41953,0.51244,0.00894427190999916,0.0,0.012649110640673518,0.04939635614091387,0.010488088481701515,0.5520927190999916,0.51868,0.6203011064067352,0.9134935614091387,0.6173208848170152
4,0,0.6,action = 4,77,0.45645,0.51248,0.50005,0.41953,0.50624,0.0,0.0,0.00894427190999916,0.0,0.0170293863659264,0.45645,0.51248,0.5894927190999916,0.41953,0.676533863659264
0,0,0.6,action = 0,78,0.48127,0.49376,0.48127,0.43792,0.47503,0.033316662497915366,0.0,0.0,0.018973665961010275,0.0,0.8144366249791537,0.49376,0.48127,0.6276566596101028,0.47503
2,1,-0.4,action = 2,79,0.4564,0.50624,0.50005,0.42577,0.48756,0.015811388300841896,0.012649110640673518,0.022135943621178655,0.0,0.007071067811865475,0.6145138830084189,0.6327311064067351,0.7214094362117865,0.42577,0.5582706781186547
3,0,0.6,action = 3,80,0.46274,0.50619,0.48132,0.45655,0.49995,0.0,0.007071067811865475,0.0,0.05272570530585627,0.00894427190999916,0.46274,0.5769006781186548,0.48132,0.9838070530585628,0.5893927190999916
3,0,0.6,action = 3,81,0.4564,0.50624,0.47503,0.4199,0.50624,0.007745966692414834,0.01224744871391589,0.0,0.044045431091090485,0.021447610589527218,0.5338596669241483,0.6287144871391589,0.47503,0.8603543109109049,0.7207161058952722
2,1,-0.4,action = 2,82,0.45669,0.48132,0.49376,0.39556,0.47508,0.0,0.0,0.012649110640673518,0.0,0.0,0.45669,0.48132,0.6202511064067351,0.39556,0.47508
3,0,0.6,action = 3,83,0.45729,0.48766,0.49366,0.40223,0.48756,0.0,0.030983866769659335,0.030166206257996712,0.0565685424949238,0.00447213595499958,0.45729,0.7974986676965934,0.7953220625799671,0.967915424949238,0.5322813595499958
4,0,0.6,action = 4,84,0.46884,0.52492,0.52487,0.37233,0.50624,0.0,0.0,0.0,0.0,0.021447610589527218,0.46884,0.52492,0.52487,0.37233,0.7207161058952722
0,1,-0.4,action = 0,85,0.46884,0.5,0.49376,0.39613,0.46879,0.05329165037789691,0.01,0.014832396974191326,0.0,0.0,1.001756503778969,0.6,0.6420839697419132,0.39613,0.46879
1,1,-0.4,action = 1,86,0.45655,0.50624,0.49371,0.40151,0.48127,0.0,0.022803508501982758,0.006324555320336759,0.0,0.0,0.45655,0.7342750850198276,0.5569555532033675,0.40151,0.48127
3,0,0.6,action = 3,87,0.5,0.53097,0.52492,0.44411,0.50619,0.019748417658131498,0.010954451150103323,0.0,0.068044103344816,0.021447610589527218,0.697484176581315,0.6405145115010333,0.52492,1.12455103344816,0.7206661058952721
1,1,-0.4,action = 1,88,0.47513,0.51244,0.50619,0.40225,0.48137,0.0,0.024083189157584593,0.014491376746189439,0.0,0.019493588689617928,0.47513,0.753271891575846,0.6511037674618945,0.40225,0.6763058868961793
2,1,-0.4,action = 2,89,0.48132,0.53735,0.5,0.41381,0.48132,0.0,0.02097617696340303,0.0372827037646145,0.011832159566199232,0.0,0.48132,0.7471117696340304,0.872827037646145,0.5321315956619923,0.48132
