x_note,TU,Va,Ve,true_label,pred_label
"SepalLengthCm = 6.5, SepalWidthCm = 3.0, PetalLengthCm = 5.5, PetalWidthCm = 1.8",0.38331,0.5477349218399642,-0.1644249218399642,2,2
"SepalLengthCm = 5.0, SepalWidthCm = 3.0, PetalLengthCm = 1.6, PetalWidthCm = 0.2",0.45028,0.24718862952351348,0.20309137047648654,0,0
"SepalLengthCm = 5.5, SepalWidthCm = 2.4, PetalLengthCm = 3.8, PetalWidthCm = 1.1",0.40679,0.4435642516025735,-0.03677425160257353,1,1
"SepalLengthCm = 5.1, SepalWidthCm = 3.3, PetalLengthCm = 1.7, PetalWidthCm = 0.5",0.44443,0.27258817993730644,0.17184182006269355,0,0
"SepalLengthCm = 5.7, SepalWidthCm = 3.8, PetalLengthCm = 1.7, PetalWidthCm = 0.3",0.45497,0.3114422561737601,0.1435277438262399,0,0
"SepalLengthCm = 5.9, SepalWidthCm = 3.0, PetalLengthCm = 5.1, PetalWidthCm = 1.8",0.59406,1.0800966442897544,-0.48603664428975435,2,2
"SepalLengthCm = 5.0, SepalWidthCm = 3.6, PetalLengthCm = 1.4, PetalWidthCm = 0.2",0.35185,0.20408055588987276,0.14776944411012724,0,0
"SepalLengthCm = 5.8, SepalWidthCm = 4.0, PetalLengthCm = 1.2, PetalWidthCm = 0.2",0.47712,0.3887528727883162,0.08836712721168377,0,0
"SepalLengthCm = 6.3, SepalWidthCm = 2.9, PetalLengthCm = 5.6, PetalWidthCm = 1.8",0.30797,0.6516883801259872,-0.34371838012598716,2,2
"SepalLengthCm = 5.7, SepalWidthCm = 2.6, PetalLengthCm = 3.5, PetalWidthCm = 1.0",0.55536,0.48990708222918655,0.06545291777081341,1,1
"SepalLengthCm = 6.7, SepalWidthCm = 3.1, PetalLengthCm = 4.7, PetalWidthCm = 1.5",1.02703,1.0129409456330838,0.01408905436691632,1,1
"SepalLengthCm = 7.7, SepalWidthCm = 3.8, PetalLengthCm = 6.7, PetalWidthCm = 2.2",0.11903,0.3626092084250444,-0.2435792084250444,2,2
"SepalLengthCm = 5.4, SepalWidthCm = 3.9, PetalLengthCm = 1.3, PetalWidthCm = 0.4",0.41424,0.24383793662010692,0.17040206337989308,0,0
"SepalLengthCm = 4.8, SepalWidthCm = 3.0, PetalLengthCm = 1.4, PetalWidthCm = 0.3",0.39222,0.13295851940092043,0.2592614805990796,0,0
"SepalLengthCm = 6.8, SepalWidthCm = 2.8, PetalLengthCm = 4.8, PetalWidthCm = 1.4",1.0301,1.0307980711748856,-0.0006980711748856283,1,1
"SepalLengthCm = 5.1, SepalWidthCm = 3.7, PetalLengthCm = 1.5, PetalWidthCm = 0.4",0.45432,0.28534809282292417,0.16897190717707583,0,0
"SepalLengthCm = 6.1, SepalWidthCm = 3.0, PetalLengthCm = 4.9, PetalWidthCm = 1.8",1.02918,0.8600814591770468,0.16909854082295317,2,2
"SepalLengthCm = 5.5, SepalWidthCm = 2.6, PetalLengthCm = 4.4, PetalWidthCm = 1.2",0.23209,0.471909288523028,-0.239819288523028,1,1
"SepalLengthCm = 5.9, SepalWidthCm = 3.0, PetalLengthCm = 4.2, PetalWidthCm = 1.5",0.37159,0.7550955275772034,-0.38350552757720346,1,1
"SepalLengthCm = 5.7, SepalWidthCm = 4.4, PetalLengthCm = 1.5, PetalWidthCm = 0.4",0.71666,0.7057602636365312,0.010899736363468748,0,0
"SepalLengthCm = 7.3, SepalWidthCm = 2.9, PetalLengthCm = 6.3, PetalWidthCm = 1.8",0.13855,0.4100228118194609,-0.27147281181946087,2,2
"SepalLengthCm = 6.3, SepalWidthCm = 2.5, PetalLengthCm = 5.0, PetalWidthCm = 1.9",0.36531,0.41808809309510464,-0.05277809309510462,2,2
"SepalLengthCm = 5.8, SepalWidthCm = 2.8, PetalLengthCm = 5.1, PetalWidthCm = 2.4",0.38476,0.5764741904302901,-0.19171419043029014,2,2
"SepalLengthCm = 7.2, SepalWidthCm = 3.0, PetalLengthCm = 5.8, PetalWidthCm = 1.6",0.58385,0.6301815044103874,-0.04633150441038747,2,2
"SepalLengthCm = 6.4, SepalWidthCm = 3.2, PetalLengthCm = 5.3, PetalWidthCm = 2.3",0.30455,0.5237592070109413,-0.21920920701094126,2,2
"SepalLengthCm = 6.3, SepalWidthCm = 2.8, PetalLengthCm = 5.1, PetalWidthCm = 1.5",0.70296,0.5048905077995366,0.19806949220046344,2,2
"SepalLengthCm = 4.5, SepalWidthCm = 2.3, PetalLengthCm = 1.3, PetalWidthCm = 0.3",0.34944,0.1110435065909615,0.23839649340903846,0,0
"SepalLengthCm = 6.8, SepalWidthCm = 3.2, PetalLengthCm = 5.9, PetalWidthCm = 2.3",0.27311,0.49961062572692155,-0.22650062572692153,2,2
"SepalLengthCm = 6.6, SepalWidthCm = 3.0, PetalLengthCm = 4.4, PetalWidthCm = 1.4",1.01179,1.0380865042017542,-0.026296504201754223,1,1
"SepalLengthCm = 5.5, SepalWidthCm = 2.4, PetalLengthCm = 3.7, PetalWidthCm = 1.0",0.40988,0.47515782010440466,-0.06527782010440464,1,1
"SepalLengthCm = 7.6, SepalWidthCm = 3.0, PetalLengthCm = 6.6, PetalWidthCm = 2.1",0.15414,0.3547793345413345,-0.20063933454133448,2,2
"SepalLengthCm = 5.0, SepalWidthCm = 3.2, PetalLengthCm = 1.2, PetalWidthCm = 0.2",0.33681,0.1488910820524683,0.1879189179475317,0,0
"SepalLengthCm = 5.8, SepalWidthCm = 2.7, PetalLengthCm = 5.1, PetalWidthCm = 1.9",0.38428,0.6526677051804639,-0.2683877051804639,2,2
"SepalLengthCm = 6.2, SepalWidthCm = 2.9, PetalLengthCm = 4.3, PetalWidthCm = 1.3",0.62326,0.9525911788358626,-0.3293311788358626,1,1
"SepalLengthCm = 5.8, SepalWidthCm = 2.6, PetalLengthCm = 4.0, PetalWidthCm = 1.2",0.2413,0.41829273344658763,-0.17699273344658764,1,1
"SepalLengthCm = 6.4, SepalWidthCm = 3.2, PetalLengthCm = 4.5, PetalWidthCm = 1.5",1.05806,1.0504072495069712,0.007652750493028826,1,1
"SepalLengthCm = 5.2, SepalWidthCm = 2.7, PetalLengthCm = 3.9, PetalWidthCm = 1.4",0.46262,0.5975716400759454,-0.13495164007594546,1,1
"SepalLengthCm = 6.7, SepalWidthCm = 3.0, PetalLengthCm = 5.0, PetalWidthCm = 1.7",0.67035,0.6925493465934298,-0.022199346593429814,1,2
"SepalLengthCm = 5.2, SepalWidthCm = 3.4, PetalLengthCm = 1.4, PetalWidthCm = 0.2",0.3422,0.1733721177236541,0.1688278822763459,0,0
"SepalLengthCm = 6.5, SepalWidthCm = 3.2, PetalLengthCm = 5.1, PetalWidthCm = 2.0",0.36541,0.5885193947022521,-0.2231093947022521,2,2
"SepalLengthCm = 5.7, SepalWidthCm = 2.8, PetalLengthCm = 4.1, PetalWidthCm = 1.3",0.39875,0.752386717727334,-0.353636717727334,1,1
"SepalLengthCm = 5.4, SepalWidthCm = 3.9, PetalLengthCm = 1.7, PetalWidthCm = 0.4",0.46913,0.49006505470978395,-0.020935054709783962,0,0
"SepalLengthCm = 6.7, SepalWidthCm = 3.0, PetalLengthCm = 5.2, PetalWidthCm = 2.3",0.33377,0.5260454680493405,-0.19227546804934048,2,2
"SepalLengthCm = 6.8, SepalWidthCm = 3.0, PetalLengthCm = 5.5, PetalWidthCm = 2.1",0.34973,0.551435487810848,-0.20170548781084796,2,2
"SepalLengthCm = 5.0, SepalWidthCm = 3.4, PetalLengthCm = 1.6, PetalWidthCm = 0.4",0.48174,0.2694076734235511,0.2123323265764489,0,0
"SepalLengthCm = 6.1, SepalWidthCm = 3.0, PetalLengthCm = 4.6, PetalWidthCm = 1.4",0.61578,1.0374465052244197,-0.42166650522441973,1,1
"SepalLengthCm = 5.5, SepalWidthCm = 4.2, PetalLengthCm = 1.4, PetalWidthCm = 0.2",0.56831,0.6101147501984834,-0.0418047501984834,0,0
"SepalLengthCm = 6.9, SepalWidthCm = 3.1, PetalLengthCm = 5.4, PetalWidthCm = 2.1",0.30222,0.5038552680500937,-0.20163526805009374,2,2
"SepalLengthCm = 5.9, SepalWidthCm = 3.2, PetalLengthCm = 4.8, PetalWidthCm = 1.8",1.04752,0.9767179758138239,0.0708020241861761,1,1
"SepalLengthCm = 7.7, SepalWidthCm = 3.0, PetalLengthCm = 6.1, PetalWidthCm = 2.3",0.14002,0.3719171156868845,-0.2318971156868845,2,2
"SepalLengthCm = 6.3, SepalWidthCm = 2.3, PetalLengthCm = 4.4, PetalWidthCm = 1.3",0.74614,0.8571079463202742,-0.11096794632027418,1,1
"SepalLengthCm = 5.4, SepalWidthCm = 3.4, PetalLengthCm = 1.5, PetalWidthCm = 0.4",0.33978,0.1903599323278147,0.14942006767218532,0,0
"SepalLengthCm = 5.6, SepalWidthCm = 2.9, PetalLengthCm = 3.6, PetalWidthCm = 1.3",0.44644,0.49500586596014157,-0.04856586596014156,1,1
"SepalLengthCm = 7.4, SepalWidthCm = 2.8, PetalLengthCm = 6.1, PetalWidthCm = 1.9",0.1558,0.38877835201022043,-0.23297835201022044,2,2
"SepalLengthCm = 6.1, SepalWidthCm = 2.8, PetalLengthCm = 4.0, PetalWidthCm = 1.3",0.62243,0.9047692164262122,-0.2823392164262122,1,1
"SepalLengthCm = 6.5, SepalWidthCm = 3.0, PetalLengthCm = 5.8, PetalWidthCm = 2.2",0.25234,0.4925884584055556,-0.2402484584055556,2,2
"SepalLengthCm = 6.1, SepalWidthCm = 2.9, PetalLengthCm = 4.7, PetalWidthCm = 1.4",0.61321,1.025921375202613,-0.41271137520261303,1,1
"SepalLengthCm = 4.8, SepalWidthCm = 3.4, PetalLengthCm = 1.9, PetalWidthCm = 0.2",0.38598,0.20915601551551852,0.17682398448448147,0,0
"SepalLengthCm = 6.9, SepalWidthCm = 3.1, PetalLengthCm = 5.1, PetalWidthCm = 2.3",0.32298,0.4619586651490768,-0.1389786651490768,2,2
"SepalLengthCm = 6.7, SepalWidthCm = 3.1, PetalLengthCm = 4.4, PetalWidthCm = 1.4",1.04381,1.0111578306304698,0.03265216936953008,1,1
"SepalLengthCm = 4.9, SepalWidthCm = 3.0, PetalLengthCm = 1.4, PetalWidthCm = 0.2",0.30275,0.09926581446919927,0.20348418553080075,0,0
"SepalLengthCm = 6.3, SepalWidthCm = 3.3, PetalLengthCm = 4.7, PetalWidthCm = 1.6",0.96318,0.9875914581845723,-0.024411458184572243,1,1
"SepalLengthCm = 4.8, SepalWidthCm = 3.4, PetalLengthCm = 1.6, PetalWidthCm = 0.2",0.36433,0.14154240303280202,0.22278759696719797,0,0
"SepalLengthCm = 5.1, SepalWidthCm = 3.8, PetalLengthCm = 1.9, PetalWidthCm = 0.4",0.51991,0.43562614664722066,0.08428385335277933,0,0
"SepalLengthCm = 5.6, SepalWidthCm = 3.0, PetalLengthCm = 4.1, PetalWidthCm = 1.3",0.28108,0.4897823909983657,-0.20870239099836568,1,1
"SepalLengthCm = 5.0, SepalWidthCm = 2.0, PetalLengthCm = 3.5, PetalWidthCm = 1.0",0.50552,0.4684608957360355,0.03705910426396447,1,1
"SepalLengthCm = 7.0, SepalWidthCm = 3.2, PetalLengthCm = 4.7, PetalWidthCm = 1.4",1.14316,0.8972312632621812,0.2459287367378188,1,2
"SepalLengthCm = 6.0, SepalWidthCm = 2.2, PetalLengthCm = 4.0, PetalWidthCm = 1.0",0.62034,0.7735993339030022,-0.15325933390300217,1,1
"SepalLengthCm = 5.6, SepalWidthCm = 2.8, PetalLengthCm = 4.9, PetalWidthCm = 2.0",0.96913,1.0676999696566736,-0.09856996965667353,2,2
"SepalLengthCm = 4.9, SepalWidthCm = 3.1, PetalLengthCm = 1.5, PetalWidthCm = 0.1",0.31461,0.15162713554802854,0.16298286445197147,0,0
"SepalLengthCm = 4.4, SepalWidthCm = 3.2, PetalLengthCm = 1.3, PetalWidthCm = 0.2",0.29943,0.12919083179206237,0.1702391682079376,0,0
"SepalLengthCm = 5.1, SepalWidthCm = 3.8, PetalLengthCm = 1.5, PetalWidthCm = 0.3",0.41337,0.23700064428415624,0.17636935571584378,0,0
"SepalLengthCm = 6.7, SepalWidthCm = 3.3, PetalLengthCm = 5.7, PetalWidthCm = 2.1",0.2961,0.5599630088058957,-0.2638630088058957,2,2
"SepalLengthCm = 4.9, SepalWidthCm = 3.1, PetalLengthCm = 1.5, PetalWidthCm = 0.1",0.31145,0.15483054837032245,0.15661945162967755,0,0
"SepalLengthCm = 4.8, SepalWidthCm = 3.1, PetalLengthCm = 1.6, PetalWidthCm = 0.2",0.36937,0.11193348264025119,0.2574365173597488,0,0
"SepalLengthCm = 5.3, SepalWidthCm = 3.7, PetalLengthCm = 1.5, PetalWidthCm = 0.2",0.42404,0.2707939890509698,0.15324601094903018,0,0
"SepalLengthCm = 5.8, SepalWidthCm = 2.7, PetalLengthCm = 3.9, PetalWidthCm = 1.2",0.50797,0.6861484320251603,-0.17817843202516026,1,1
"SepalLengthCm = 6.3, SepalWidthCm = 3.3, PetalLengthCm = 6.0, PetalWidthCm = 2.5",0.15716,0.36734265968367835,-0.21018265968367836,2,2
"SepalLengthCm = 6.4, SepalWidthCm = 2.8, PetalLengthCm = 5.6, PetalWidthCm = 2.2",0.36186,0.6190563794408772,-0.2571963794408772,2,2
"SepalLengthCm = 7.7, SepalWidthCm = 2.8, PetalLengthCm = 6.7, PetalWidthCm = 2.0",0.14684,0.4408187371015254,-0.29397873710152544,2,2
"SepalLengthCm = 5.5, SepalWidthCm = 2.5, PetalLengthCm = 4.0, PetalWidthCm = 1.3",0.28556,0.49904419385562754,-0.21348419385562756,1,1
"SepalLengthCm = 4.4, SepalWidthCm = 3.0, PetalLengthCm = 1.3, PetalWidthCm = 0.2",0.29055,0.1276980292873345,0.16285197071266547,0,0
"SepalLengthCm = 7.7, SepalWidthCm = 2.6, PetalLengthCm = 6.9, PetalWidthCm = 2.3",0.11825,0.3909437530460311,-0.27269375304603105,2,2
"SepalLengthCm = 5.0, SepalWidthCm = 3.5, PetalLengthCm = 1.6, PetalWidthCm = 0.6",0.72305,0.6495613058463554,0.07348869415364456,0,0
"SepalLengthCm = 4.6, SepalWidthCm = 3.1, PetalLengthCm = 1.5, PetalWidthCm = 0.2",0.28414,0.08531771375447328,0.19882228624552672,0,0
"SepalLengthCm = 7.9, SepalWidthCm = 3.8, PetalLengthCm = 6.4, PetalWidthCm = 2.0",0.13997,0.37213794870408945,-0.23216794870408944,2,2
"SepalLengthCm = 6.4, SepalWidthCm = 2.8, PetalLengthCm = 5.6, PetalWidthCm = 2.1",0.35848,0.6755489634484317,-0.3170689634484317,2,2
"SepalLengthCm = 6.9, SepalWidthCm = 3.1, PetalLengthCm = 4.9, PetalWidthCm = 1.5",1.09881,0.9182995045594362,0.18051049544056386,1,1
"SepalLengthCm = 5.4, SepalWidthCm = 3.4, PetalLengthCm = 1.7, PetalWidthCm = 0.2",0.2951,0.1851712197529836,0.10992878024701638,0,0
"SepalLengthCm = 5.2, SepalWidthCm = 3.5, PetalLengthCm = 1.5, PetalWidthCm = 0.2",0.4003,0.2158430824808384,0.1844569175191616,0,0
"SepalLengthCm = 6.3, SepalWidthCm = 3.4, PetalLengthCm = 5.6, PetalWidthCm = 2.4",0.28439,0.5506090158070935,-0.26621901580709356,2,2
"SepalLengthCm = 4.7, SepalWidthCm = 3.2, PetalLengthCm = 1.6, PetalWidthCm = 0.2",0.34432,0.15353782811389263,0.19078217188610738,0,0
"SepalLengthCm = 4.8, SepalWidthCm = 3.0, PetalLengthCm = 1.4, PetalWidthCm = 0.1",0.32882,0.12287305723938705,0.20594694276061296,0,0
"SepalLengthCm = 5.5, SepalWidthCm = 2.3, PetalLengthCm = 4.0, PetalWidthCm = 1.3",0.27144,0.46767514079325734,-0.19623514079325732,1,1
"SepalLengthCm = 4.6, SepalWidthCm = 3.6, PetalLengthCm = 1.0, PetalWidthCm = 0.2",0.27727,0.18608224038624444,0.09118775961375558,0,0
"SepalLengthCm = 5.4, SepalWidthCm = 3.7, PetalLengthCm = 1.5, PetalWidthCm = 0.2",0.33918,0.247921874208221,0.09125812579177897,0,0
"SepalLengthCm = 4.6, SepalWidthCm = 3.4, PetalLengthCm = 1.4, PetalWidthCm = 0.3",0.31376,0.10139822177801626,0.2123617782219837,0,0
"SepalLengthCm = 5.8, SepalWidthCm = 2.7, PetalLengthCm = 5.1, PetalWidthCm = 1.9",0.41612,0.6212468921692926,-0.20512689216929264,2,2
"SepalLengthCm = 6.1, SepalWidthCm = 2.6, PetalLengthCm = 5.6, PetalWidthCm = 1.4",0.3785,0.6759311421682338,-0.2974311421682338,2,2
"SepalLengthCm = 6.5, SepalWidthCm = 2.8, PetalLengthCm = 4.6, PetalWidthCm = 1.5",0.91222,1.031930969772717,-0.119710969772717,1,1
"SepalLengthCm = 4.3, SepalWidthCm = 3.0, PetalLengthCm = 1.1, PetalWidthCm = 0.1",0.3033,0.09276541236735544,0.21053458763264457,0,0
"SepalLengthCm = 5.6, SepalWidthCm = 2.5, PetalLengthCm = 3.9, PetalWidthCm = 1.1",0.44325,0.44339685186014893,-0.00014685186014895546,1,1
"SepalLengthCm = 6.6, SepalWidthCm = 2.9, PetalLengthCm = 4.6, PetalWidthCm = 1.3",0.87834,1.0125050397684479,-0.13416503976844785,1,1
"SepalLengthCm = 6.7, SepalWidthCm = 2.5, PetalLengthCm = 5.8, PetalWidthCm = 1.8",0.41243,0.7138115051214773,-0.30138150512147727,2,2
"SepalLengthCm = 6.4, SepalWidthCm = 2.9, PetalLengthCm = 4.3, PetalWidthCm = 1.3",0.84242,0.9885125165251794,-0.1460925165251794,1,1
"SepalLengthCm = 5.6, SepalWidthCm = 2.7, PetalLengthCm = 4.2, PetalWidthCm = 1.3",0.226,0.4552128842889738,-0.22921288428897377,1,1
