action,label,regret,note,trial,Q_value_0,Q_value_1,Q_value_2,Q_value_3,Q_value_4,U_value_0,U_value_1,U_value_2,U_value_3,U_value_4,UCB_value_0,UCB_value_1,UCB_value_2,UCB_value_3,UCB_value_4
1,0,0.6,action = 1,18,0.52487,0.55546,0.45031,0.50624,0.53731,0.02345207879911715,0.04074309757492672,0.0324037034920393,0.030166206257996712,0.0,0.9939115759823429,1.3703219514985343,1.0983840698407858,1.1095641251599342,0.53731
4,1,-0.4,action = 4,19,0.48132,0.49376,0.45645,0.48132,0.49995,0.030331501776206204,0.021213203435596427,0.0,0.0,0.03619392214170771,1.087950035524124,0.9180240687119285,0.45645,0.48132,1.2238284428341544
2,0,0.6,action = 2,20,0.51244,0.50619,0.48132,0.51248,0.54969,0.02258317958127243,0.023874672772626643,0.050199601592044535,0.0232379000772445,0.0,0.9641035916254486,0.9836834554525329,1.4853120318408906,0.97723800154489,0.54969
0,1,-0.4,action = 0,21,0.5,0.49376,0.42563,0.49376,0.52478,0.030822070014844882,0.030166206257996712,0.0,0.030495901363953814,0.020248456731316585,1.1164414002968976,1.0970841251599341,0.42563,1.1036780272790763,0.9297491346263318
2,1,-0.4,action = 2,22,0.5436,0.53111,0.46884,0.5,0.53116,0.0,0.0,0.03361547262794322,0.0161245154965971,0.0,0.5436,0.53111,1.1411494525588644,0.822490309931942,0.53116
0,1,-0.4,action = 0,23,0.49381,0.50005,0.48756,0.48756,0.50005,0.03687817782917155,0.022135943621178655,0.028982753492378877,0.01,0.02683281572999748,1.231373556583431,0.9427688724235731,1.0672150698475775,0.68756,1.0367063145999496
4,1,-0.4,action = 4,24,0.54974,0.52487,0.49376,0.5,0.50624,0.0,0.0,0.006324555320336759,0.01816590212458495,0.03924283374069717,0.54974,0.52487,0.6202511064067351,0.8633180424916991,1.2910966748139434
1,1,-0.4,action = 1,25,0.53735,0.52497,0.50624,0.52492,0.55598,0.03860051813123756,0.05029910535983717,0.027386127875258306,0.039370039370059055,0.04277849927241487,1.3093603626247512,1.5309521071967436,1.053962557505166,1.3123207874011813,1.4115499854482976
0,1,-0.4,action = 0,26,0.56143,0.56763,0.51868,0.54969,0.56804,0.03860051813123756,0.0,0.02,0.01870828693386971,0.020248456731316585,1.333440362624751,0.56763,0.91868,0.9238557386773942,0.9730091346263317
0,1,-0.4,action = 0,27,0.58643,0.57414,0.52492,0.54303,0.57437,0.059749476985158624,0.0,0.0,0.0,0.0,1.7814195397031725,0.57414,0.52492,0.54303,0.57437
1,1,-0.4,action = 1,28,0.62228,0.56827,0.52497,0.56199,0.57437,0.0,0.04347413023856832,0.010488088481701515,0.0,0.0,0.62228,1.4377526047713665,0.7347317696340303,0.56199,0.57437
3,1,-0.4,action = 3,29,0.59215,0.59831,0.51873,0.5436,0.57437,0.0,0.0,0.025495097567963924,0.049699094559156706,0.02073644135332772,0.59215,0.59831,1.0286319513592785,1.5375818911831343,0.9890988270665544
1,0,0.6,action = 1,30,0.59253,0.58643,0.53116,0.58033,0.58643,0.07141428428542851,0.07803845206050668,0.027568097504180444,0.042426406871192854,0.02949576240750525,2.02081568570857,2.1471990412101336,1.082521950083609,1.4288581374238571,1.1763452481501049
4,1,-0.4,action = 4,31,0.59253,0.58643,0.52492,0.55579,0.57437,0.0232379000772445,0.05665686189686118,0.0523450093132096,0.07823042886243178,0.08366600265340755,1.05728800154489,1.7195672379372235,1.571820186264192,2.120398577248636,2.247690053068151
4,0,0.6,action = 4,32,0.59863,0.61054,0.55598,0.60458,0.62784,0.0,0.0,0.0,0.0,0.0,0.59863,0.61054,0.55598,0.60458,0.62784
3,0,0.6,action = 3,33,0.57414,0.56818,0.5435,0.58024,0.57414,0.0,0.0,0.0,0.0,0.0,0.57414,0.56818,0.5435,0.58024,0.57414
0,0,0.6,action = 0,34,0.56208,0.53116,0.50005,0.53735,0.52492,0.059749476985158624,0.044384682042344296,0.0282842712474619,0.0,0.052153619241621194,1.7570695397031724,1.418853640846886,1.0657354249492381,0.53735,1.567992384832424
1,0,0.6,action = 1,35,0.56763,0.54979,0.48752,0.52492,0.56763,0.050199601592044535,0.06663332499583073,0.014832396974191326,0.05029910535983717,0.023021728866442676,1.5716220318408904,1.8824564999166147,0.7841679394838266,1.5309021071967435,1.0280645773288535
0,1,-0.4,action = 0,36,0.57938,0.56075,0.51853,0.54827,0.56763,0.0,0.0,0.0,0.0,0.0,0.57938,0.56075,0.51853,0.54827,0.56763
4,0,0.6,action = 4,37,0.58643,0.54965,0.51248,0.54345,0.56185,0.05059644256269407,0.03391164991562634,0.02846049894151541,0.0,0.05744562646538029,1.5983588512538813,1.2278829983125268,1.0816899788303083,0.54345,1.7107625293076059
3,0,0.6,action = 3,38,0.59807,0.54941,0.50005,0.51868,0.56185,0.0,0.0,0.031144823004794875,0.03492849839314596,0.0,0.59807,0.54941,1.1229464600958976,1.2172499678629194,0.56185
1,0,0.6,action = 1,39,0.57428,0.51868,0.50619,0.52478,0.54331,0.0,0.03591656999213594,0.01224744871391589,0.019748417658131498,0.019493588689617928,0.57428,1.2370113998427188,0.7511389742783179,0.91974835316263,0.9331817737923584
0,0,0.6,action = 0,40,0.56142,0.53721,0.5,0.51201,0.55505,0.030659419433511782,0.0,0.01,0.015811388300841896,0.0,1.1746083886702356,0.53721,0.7,0.8282377660168379,0.55505
0,0,0.6,action = 0,41,0.56147,0.53735,0.50624,0.53111,0.54941,0.0,0.0,0.0,0.0,0.0,0.56147,0.53735,0.50624,0.53111,0.54941
4,1,-0.4,action = 4,42,0.53111,0.51873,0.49376,0.49381,0.54345,0.026267851073127395,0.026457513110645904,0.02588435821108957,0.021447610589527218,0.029664793948382652,1.0564670214625478,1.0478802622129182,1.0114471642217913,0.9227622117905443,1.136745878967653
1,0,0.6,action = 1,43,0.54355,0.53116,0.51244,0.50629,0.58024,0.01760681686165901,0.028106938645110394,0.013784048752090222,0.027202941017470887,0.0,0.8956863372331801,1.093298772902208,0.7881209750418045,1.0503488203494178,0.58024
2,1,-0.4,action = 2,44,0.54936,0.53102,0.49995,0.51244,0.56184,0.0,0.0,0.028106938645110394,0.021447610589527218,0.006324555320336759,0.54936,0.53102,1.0620887729022077,0.9413922117905443,0.6883311064067352
3,0,0.6,action = 3,45,0.53702,0.53726,0.52492,0.51868,0.56175,0.0,0.0,0.03130495168499706,0.04207136793592526,0.01,0.53702,0.53726,1.1510190336999413,1.3601073587185053,0.7617499999999999
4,0,0.6,action = 4,46,0.53097,0.51853,0.53069,0.54271,0.56766,0.006324555320336759,0.0031622776601683794,0.0,0.0,0.00894427190999916,0.6574611064067353,0.5817755532033676,0.53069,0.54271,0.7465454381999832
4,1,-0.4,action = 4,47,0.51873,0.5,0.51248,0.49395,0.53735,0.028809720581775868,0.015811388300841896,0.0,0.01760681686165901,0.030659419433511782,1.0949244116355175,0.8162277660168379,0.51248,0.8460863372331802,1.1505383886702356
0,1,-0.4,action = 0,48,0.52478,0.51244,0.49381,0.47513,0.56804,0.03847076812334269,0.027018512172212593,0.031144823004794875,0.007745966692414834,0.035637059362410926,1.2941953624668538,1.052810243444252,1.1167064600958976,0.6300493338482966,1.2807811872482184
3,1,-0.4,action = 3,49,0.54965,0.53111,0.53116,0.50624,0.56804,0.0,0.0,0.0,0.0161245154965971,0.0,0.54965,0.53111,0.53116,0.8287303099319421,0.56804
3,0,0.6,action = 3,50,0.53116,0.51873,0.51248,0.50624,0.5556,0.022135943621178655,0.0,0.03346640106136302,0.04024922359499621,0.018439088914585774,0.9738788724235731,0.51873,1.1818080212272604,1.3112244718999242,0.9243817782917154
3,1,-0.4,action = 3,51,0.53735,0.52497,0.51868,0.51248,0.54979,0.019493588689617928,0.0,0.015165750888103102,0.026645825188948456,0.015491933384829668,0.9272217737923585,0.52497,0.8219950177620621,1.0453965037789692,0.8596286676965934
0,0,0.6,action = 0,52,0.53102,0.50624,0.50624,0.53097,0.54979,0.03714835124201342,0.024899799195977464,0.026076809620810597,0.007071067811865475,0.026645825188948456,1.2739870248402685,1.0042359839195494,1.027776192416212,0.6723913562373096,1.0827065037789692
4,1,-0.4,action = 4,53,0.52492,0.51248,0.51244,0.52492,0.54979,0.022360679774997897,0.015491933384829668,0.033316662497915366,0.0232379000772445,0.03660601043544626,0.9721335954999579,0.8223186676965935,1.1787732499583075,0.98967800154489,1.2819102087089251
1,0,0.6,action = 1,54,0.54895,0.51868,0.53116,0.54275,0.57349,0.0,0.01760681686165901,0.0,0.0,0.0,0.54895,0.8708163372331802,0.53116,0.54275,0.57349
4,1,-0.4,action = 4,55,0.53102,0.51853,0.51853,0.52449,0.56185,0.03924283374069717,0.023021728866442676,0.0396232255123179,0.046583258795408464,0.055407580708780275,1.3158766748139434,0.9789645773288536,1.310994510246358,1.4561551759081692,1.6700016141756056
4,0,0.6,action = 4,56,0.55519,0.54275,0.549,0.54965,0.5969,0.0,0.0,0.0,0.0,0.0,0.55519,0.54275,0.549,0.54965,0.5969
4,1,-0.4,action = 4,57,0.51868,0.50624,0.50624,0.49376,0.5436,0.03301514803843836,0.035637059362410926,0.030331501776206204,0.03834057902536163,0.06542170893518451,1.1789829607687672,1.2189811872482186,1.1128700355241241,1.2605715805072326,1.8520341787036902
2,0,0.6,action = 2,58,0.54955,0.53721,0.51853,0.53726,0.60241,0.0,0.0,0.01341640786499874,0.0,0.0,0.54955,0.53721,0.7868581572999749,0.53726,0.60241
4,1,-0.4,action = 4,59,0.5374,0.51244,0.51244,0.51244,0.54941,0.0,0.025298221281347035,0.028982753492378877,0.025099800796022267,0.06473020933072904,0.5374,1.0184044256269407,1.0920950698475775,1.0144360159204453,1.8440141866145807
2,0,0.6,action = 2,60,0.54345,0.51853,0.51248,0.53102,0.59722,0.0,0.0,0.01816590212458495,0.0,0.0,0.54345,0.51853,0.8757980424916991,0.53102,0.59722
4,1,-0.4,action = 4,61,0.51863,0.5,0.48756,0.5,0.57404,0.030331501776206204,0.013038404810405298,0.028809720581775868,0.022360679774997897,0.06099180272790763,1.125260035524124,0.760768096208106,1.0637544116355173,0.9472135954999579,1.7938760545581527
3,0,0.6,action = 3,62,0.53721,0.49381,0.46903,0.5,0.60951,0.0,0.016431676725154984,0.005477225575051661,0.02345207879911715,0.0,0.53721,0.8224435345030997,0.5785745115010332,0.969041575982343,0.60951
2,0,0.6,action = 2,63,0.53111,0.46898,0.46927,0.46941,0.57344,0.0,0.0,0.008366600265340755,0.0,0.0,0.53111,0.46898,0.6366020053068151,0.46941,0.57344
4,0,0.6,action = 4,64,0.53116,0.48752,0.45655,0.48752,0.54965,0.0,0.020493901531919198,0.0,0.024083189157584593,0.040987803063838396,0.53116,0.897398030638384,0.45655,0.9691837831516918,1.3694060612767678
4,1,-0.4,action = 4,65,0.50624,0.48127,0.45031,0.46898,0.53121,0.03286335345030997,0.0,0.0,0.0,0.04898979485566356,1.1635070690061995,0.48127,0.45031,0.46898,1.5110058971132712
2,1,-0.4,action = 2,66,0.52492,0.51244,0.48137,0.49376,0.57437,0.0,0.015491933384829668,0.033166247903554,0.01673320053068151,0.0,0.52492,0.8222786676965934,1.14469495807108,0.8284240106136301,0.57437
2,0,0.6,action = 2,67,0.52492,0.48127,0.48127,0.48756,0.56208,0.007745966692414834,0.0,0.011832159566199232,0.006324555320336759,0.0,0.6798393338482968,0.48127,0.7179131913239847,0.6140511064067351,0.56208
1,0,0.6,action = 1,68,0.53121,0.48752,0.47508,0.51873,0.56185,0.0,0.006324555320336759,0.0,0.0,0.0,0.53121,0.6140111064067352,0.47508,0.51873,0.56185
4,0,0.6,action = 4,69,0.52492,0.48756,0.46302,0.50005,0.54965,0.01341640786499874,0.025495097567963924,0.0,0.015811388300841896,0.034496376621320685,0.7932481572999748,0.9974619513592785,0.46302,0.8162777660168379,1.2395775324264138
2,1,-0.4,action = 2,70,0.51248,0.48127,0.47522,0.48756,0.54969,0.024083189157584593,0.03301514803843836,0.05890670590009257,0.018439088914585774,0.0,0.9941437831516919,1.1415729607687672,1.6533541180018514,0.8563417782917155,0.54969
4,1,-0.4,action = 4,71,0.51873,0.46274,0.46903,0.48132,0.53735,0.021213203435596427,0.0,0.0,0.0,0.030331501776206204,0.9429940687119286,0.46274,0.46903,0.48132,1.143980035524124
0,1,-0.4,action = 0,72,0.53116,0.49376,0.50624,0.48752,0.56185,0.04381780460041329,0.006324555320336759,0.018439088914585774,0.02345207879911715,0.0,1.4075160920082657,0.6202511064067351,0.8750217782917156,0.9565615759823429,0.56185
4,1,-0.4,action = 4,73,0.55519,0.48756,0.49371,0.46879,0.56218,0.0,0.03591656999213594,0.026076809620810597,0.0,0.03794733192202055,0.55519,1.2058913998427188,1.015246192416212,0.46879,1.321126638440411
2,0,0.6,action = 2,74,0.52497,0.46889,0.46898,0.52487,0.57399,0.01673320053068151,0.013784048752090222,0.02932575659723036,0.0,0.0,0.8596340106136302,0.7445709750418044,1.0554951319446073,0.52487,0.57399
4,0,0.6,action = 4,75,0.5436,0.46889,0.44426,0.47522,0.56208,0.0,0.0,0.0,0.0,0.0,0.5436,0.46889,0.44426,0.47522,0.56208
0,1,-0.4,action = 0,76,0.52492,0.48752,0.46279,0.47508,0.54979,0.043703546766824315,0.023664319132398463,0.0232379000772445,0.0,0.0340587727318528,1.3989909353364864,0.9608063826479694,0.92754800154489,0.47508,1.230965454637056
4,0,0.6,action = 4,77,0.56175,0.46279,0.4444,0.48127,0.56766,0.0,0.0,0.0,0.013038404810405298,0.0403732584763727,0.56175,0.46279,0.4444,0.7420380962081059,1.375125169527454
1,0,0.6,action = 1,78,0.54317,0.49376,0.46973,0.48752,0.56208,0.0,0.0232379000772445,0.0,0.018973665961010275,0.0,0.54317,0.95851800154489,0.46973,0.8669933192202055,0.56208
0,1,-0.4,action = 0,79,0.53116,0.46879,0.46898,0.46884,0.55574,0.055677643628300216,0.0,0.0,0.0,0.010488088481701515,1.644712872566004,0.46879,0.46898,0.46884,0.7655017696340303
3,0,0.6,action = 3,80,0.57414,0.48127,0.48752,0.48132,0.56185,0.0,0.0,0.009486832980505138,0.025099800796022267,0.0,0.57414,0.48127,0.6772566596101027,0.9833160159204453,0.56185
1,0,0.6,action = 1,81,0.56143,0.49986,0.48756,0.45669,0.54969,0.0,0.03924283374069717,0.013038404810405298,0.02588435821108957,0.01,0.56143,1.2847166748139434,0.748328096208106,0.9743771642217913,0.74969
1,1,-0.4,action = 1,82,0.5617,0.45035,0.46279,0.45021,0.56208,0.0,0.019235384061671346,0.0,0.0,0.0,0.5617,0.8350576812334269,0.46279,0.45021,0.56208
4,1,-0.4,action = 4,83,0.54936,0.45021,0.46898,0.46884,0.53116,0.034785054261852175,0.0,0.0,0.0,0.04415880433163923,1.2450610852370434,0.45021,0.46898,0.46884,1.4143360866327845
4,0,0.6,action = 4,84,0.56818,0.46946,0.47665,0.47551,0.56818,0.0,0.0,0.0,0.0,0.0,0.56818,0.46946,0.47665,0.47551,0.56818
1,1,-0.4,action = 1,85,0.53721,0.48127,0.4626,0.48127,0.5436,0.03619392214170771,0.04171330722922842,0.0,0.03674234614174767,0.0,1.2610884428341542,1.3155361445845684,0.4626,1.2161169228349533,0.5436
0,1,-0.4,action = 0,86,0.55524,0.46884,0.46274,0.46884,0.52492,0.055226805085936304,0.0,0.0,0.0,0.04347413023856832,1.659776101718726,0.46884,0.46274,0.46884,1.3944026047713665
1,0,0.6,action = 1,87,0.58272,0.51164,0.50886,0.51206,0.55574,0.0,0.018439088914585774,0.00894427190999916,0.01,0.0,0.58272,0.8804217782917154,0.6877454381999832,0.7120599999999999,0.55574
2,1,-0.4,action = 2,88,0.52487,0.47503,0.48752,0.48752,0.54355,0.03619392214170771,0.007745966692414834,0.03974921382870358,0.035637059362410926,0.0,1.2487484428341542,0.6299493338482967,1.2825042765740717,1.2002611872482185,0.54355
0,1,-0.4,action = 0,89,0.53102,0.47503,0.46884,0.4565,0.52492,0.04878524367060187,0.0,0.0,0.0,0.04381780460041329,1.5067248734120375,0.47503,0.46884,0.4565,1.4012760920082659
4,0,0.6,action = 4,90,0.56794,0.49376,0.49381,0.48132,0.56208,0.0,0.007745966692414834,0.014491376746189439,0.03286335345030997,0.04207136793592526,0.56794,0.6486793338482967,0.7836375349237887,1.1385870690061994,1.4035073587185052
2,0,0.6,action = 2,91,0.5739,0.48752,0.49361,0.46903,0.56804,0.0,0.00447213595499958,0.005477225575051661,0.0,0.0,0.5739,0.5769627190999916,0.6031545115010333,0.46903,0.56804
0,1,-0.4,action = 0,92,0.56794,0.48737,0.49986,0.46898,0.56185,0.039496835316262996,0.015491933384829668,0.02258317958127243,0.007071067811865475,0.0,1.35787670632526,0.7972086676965934,0.9515235916254486,0.6104013562373095,0.56185
3,1,-0.4,action = 3,93,0.59229,0.49376,0.48127,0.46884,0.54979,0.0,0.0372827037646145,0.033166247903554,0.048682645778552344,0.0,0.59229,1.23941407529229,1.14459495807108,1.4424929155710469,0.54979
0,1,-0.4,action = 0,94,0.57414,0.46269,0.45655,0.45655,0.5436,0.0,0.0,0.0,0.0,0.0,0.57414,0.46269,0.45655,0.45655,0.5436
0,0,0.6,action = 0,95,0.56199,0.45045,0.46279,0.45645,0.52492,0.0523450093132096,0.0,0.0,0.0,0.03660601043544626,1.608890186264192,0.45045,0.46279,0.45645,1.2570402087089252
4,0,0.6,action = 4,96,0.57414,0.48132,0.46898,0.46903,0.54345,0.0,0.030166206257996712,0.0,0.02258317958127243,0.028982753492378877,0.57414,1.0846441251599344,0.46898,0.9206935916254486,1.1231050698475775
1,1,-0.4,action = 1,97,0.56827,0.46903,0.48147,0.4566,0.53726,0.0,0.028982753492378877,0.012649110640673518,0.0,0.0,0.56827,1.0486850698475776,0.7344522128134703,0.4566,0.53726
1,1,-0.4,action = 1,98,0.54969,0.47597,0.48127,0.47522,0.52497,0.021908902300206645,0.030495901363953814,0.011832159566199232,0.006324555320336759,0.024083189157584593,0.9878680460041329,1.0858880272790763,0.7179131913239847,0.6017111064067351,1.0066337831516918
3,0,0.6,action = 3,99,0.55579,0.47522,0.47503,0.47551,0.5436,0.0,0.0,0.0,0.01224744871391589,0.0,0.55579,0.47522,0.47503,0.7204589742783178,0.5436
